index,x,y,z,s,tx,ty,tz,yaw
0,-14.170018796,-3.69642637,0.839346,0,-0.015509648,0.999879718,0,1.586306597
1,-14.170497023,-3.665595934,0.839346,0.030834145,-0.016939484,0.999856517,0,1.587736621
2,-14.170851622,-3.647268626,0.839346,0.049164883,-0.008423363,0.999964523,0,1.579219789
3,-14.170753575,-3.635139815,0.839346,0.06129409,0.030472135,0.999535617,0,1.540319474
4,-14.169806261,-3.612979067,0.839346,0.083475076,0.051110249,0.998693017,0,1.5196638
5,-14.16918692,-3.604527417,0.839346,0.091949389,0.102101068,0.994774031,0,1.468517027
6,-14.166924282,-3.584899852,0.839346,0.11170694,0.146529078,0.989206363,0,1.423737768
7,-14.164619724,-3.573694634,0.839346,0.12314669,0.262397087,0.964959983,0,1.305290829
8,-14.159915536,-3.559125331,0.839346,0.138456621,0.382802655,0.92383014,0,1.177968196
9,-14.15138584,-3.54175687,0.839346,0.157806535,0.498675128,0.866788969,0,1.048726707
10,-14.14196631,-3.52792628,0.839346,0.174540117,0.618743065,0.785593418,0,0.903654615
11,-14.127807676,-3.511820615,0.839346,0.195984448,0.699756328,0.714381608,0,0.795739982
12,-14.113024767,-3.498379843,0.839346,0.215964157,0.777415708,0.628987136,0,0.680249663
13,-14.095990591,-3.486078226,0.839346,0.236975891,0.843589835,0.536988073,0,0.566862666
14,-14.076321791,-3.475016522,0.839346,0.25954186,0.886561829,0.46261012,0,0.480937037
15,-14.058290418,-3.466406184,0.839346,0.279523559,0.915764501,0.401715544,0,0.413389425
16,-14.028563166,-3.454066396,0.839346,0.311710201,0.932126061,0.362133962,0,0.370556227
17,-14.015816674,-3.449904999,0.839346,0.325118791,0.963305887,0.268405976,0,0.271737905
18,-13.99661084,-3.445163517,0.839346,0.344901251,0.981509017,0.191415906,0,0.192604525
19,-13.9671958,-3.440422856,0.839346,0.374695855,0.994081733,0.108634743,0,0.108849561
20,-13.920521398,-3.436848349,0.839346,0.421506932,0.997199151,0.074792073,0,0.074861978
21,-13.918895873,-3.436800258,0.839346,0.423133168,0.999995524,0.002991879,0,0.002991883
22,-13.883253043,-3.436736846,0.839346,0.458776054,0.999999883,-0.000483385,0,-0.000483385
23,-13.872965524,-3.43682246,0.839346,0.46906393,0.999999999,0.000054283,0,0.000054283
24,-13.826547001,-3.436733767,0.839346,0.515482537,0.999998843,0.001520915,0,0.001520916
25,-13.786961662,-3.436691655,0.839346,0.555067899,0.999999883,-0.000483385,0,-0.000483385
26,-13.746891129,-3.436772272,0.839346,0.595138513,0.999998278,-0.001855861,0,-0.001855862
27,-13.69861061,-3.436855623,0.839346,0.643419104,0.999999171,-0.001287758,0,-0.001287759
28,-13.647941143,-3.436899696,0.839346,0.69408859,0.999999732,-0.000732737,0,-0.000732737
29,-13.626938665,-3.436908139,0.839346,0.71509107,0.999999982,-0.000189823,0,-0.000189823
30,-13.578675358,-3.436912844,0.839346,0.763354377,1,0.000006228,0,0.000006228
31,-13.535434208,-3.436907569,0.839346,0.806595527,0.999999994,0.000108472,0,0.000108472
32,-13.478551473,-3.436901983,0.839346,0.863478263,0.999999994,-0.000108935,0,-0.000108935
33,-13.39124562,-3.436923277,0.839346,0.950784119,0.999999943,-0.000338107,0,-0.000338107
34,-13.342951421,-3.436947831,0.839346,0.999078323,0.999999845,-0.000556039,0,-0.000556039
35,-13.299087708,-3.43697452,0.839346,1.042942044,0.999999802,-0.000629691,0,-0.000629691
36,-13.236456674,-3.437014889,0.839346,1.105573092,0.999999811,-0.000615219,0,-0.000615219
37,-13.17448523,-3.437051178,0.839346,1.167544546,0.999999865,-0.000520277,0,-0.000520277
38,-13.124810586,-3.437072976,0.839346,1.217219195,0.999999946,-0.000328631,0,-0.000328631
39,-13.06230722,-3.437088043,0.839346,1.279722562,0.99999998,-0.000199911,0,-0.000199911
40,-13.022512241,-3.437093427,0.839346,1.319517543,0.999999992,-0.000129802,0,-0.000129802
41,-12.992050658,-3.437097162,0.839346,1.349979125,0.99999999,-0.000141549,0,-0.000141549
42,-12.95495361,-3.43710299,0.839346,1.387076174,0.999999982,-0.000187564,0,-0.000187564
43,-12.927722455,-3.437109228,0.839346,1.414307329,0.99999995,-0.000317244,0,-0.000317244
44,-12.879818312,-3.437126826,0.839346,1.462211476,0.999999915,-0.000413393,0,-0.000413393
45,-12.860979455,-3.437136819,0.839346,1.481050336,0.999999788,-0.000651006,0,-0.000651006
46,-12.822333679,-3.437164249,0.839346,1.519696121,0.999999662,-0.000822667,0,-0.000822667
47,-12.791689596,-3.437193822,0.839346,1.550340219,0.999999419,-0.001078399,0,-0.0010784
48,-12.76530283,-3.437225751,0.839346,1.576727004,0.999999135,-0.001315251,0,-0.001315252
49,-12.74338813,-3.43725735,0.839346,1.598641727,0.99999953,-0.000969417,0,-0.000969417
50,-12.722083369,-3.437267649,0.839346,1.61994649,0.999995564,0.00297843,0,0.002978434
51,-12.683863859,-3.437080061,0.839346,1.65816646,0.999999883,-0.000483385,0,-0.000483385
52,-12.63267302,-3.437310868,0.839346,1.70935782,0.996858567,-0.079202261,0,-0.079285302
53,-12.533603399,-3.449018533,0.839346,1.809116825,0.980048001,-0.198760953,0,-0.200093486
54,-12.491481401,-3.465945569,0.839346,1.85451272,0.905699442,-0.423920418,0,-0.437769565
55,-12.453295319,-3.486607421,0.839346,1.897930332,0.829883573,-0.557936605,0,-0.591897349
56,-12.421103078,-3.513261414,0.839346,1.939724778,0.706624454,-0.707588779,0,-0.786080044
57,-12.398918171,-3.541058777,0.839346,1.975289698,0.520128333,-0.85408812,0,-1.023795126
58,-12.384312034,-3.573674952,0.839346,2.01102699,0.268287053,-0.963339015,0,-1.299181871
59,-12.380752642,-3.606285787,0.839346,2.043831499,0.090462783,-0.995899837,0,-1.480209703
60,-12.380274263,-3.618126556,0.839346,2.055681928,0.035744799,-0.99936095,0,-1.535043912
61,-12.379704347,-3.635594269,0.839346,2.073158936,0.013804834,-0.999904709,0,-1.556991054
62,-12.379601495,-3.666856182,0.839346,2.104421018,-0.025155169,-0.999683559,0,-1.595954149
63,-12.381262871,-3.697531082,0.839346,2.135140875,-0.117282798,-0.993098558,0,-1.688349679
64,-12.387031137,-3.72976709,0.839346,2.1678889,-0.191018521,-0.981586433,0,-1.762995996
65,-12.388278322,-3.733581364,0.839346,2.171901899,-0.405781729,-0.913970015,0,-1.988630307
66,-12.400734252,-3.760631555,0.839346,2.201682145,-0.499336688,-0.866408029,0,-2.093629345
67,-12.413225357,-3.776867412,0.839346,2.222167035,-0.661023135,-0.750365521,0,-2.292977786
68,-12.417316166,-3.779454643,0.839346,2.227007332,-0.845156481,-0.534518964,0,-2.577654177
