Time,Fz,Mz
0.394441,-0.0981599,-2.57319
0.394603,-0.0312857,-2.72238
0.394668,-0.0775832,-2.61435
0.394732,-0.0364299,-2.64521
0.394781,0.0253002,-2.48059
0.394834,-0.113592,-2.64007
0.394893,-0.0621507,-2.6092
0.394941,-0.010709,-2.72753
0.394979,-0.165034,-2.7018
0.395031,-0.072439,-2.61435
0.395077,-0.0570065,-2.57319
0.395119,-0.185611,-2.69151
0.395157,-0.195899,-2.74296
0.395194,-0.0621507,-2.5629
0.395235,-0.108448,-2.64521
0.395273,-0.0930157,-2.60406
0.39531,-0.190755,-2.73781
0.395352,-0.0775832,-2.5166
0.395388,-0.0518624,-2.57319
0.395425,-0.129025,-2.65036
0.403638,-0.0878716,-2.62464
0.413649,-0.237052,-2.69151
0.423688,0.0304444,-2.39828
0.433725,-0.180467,-2.74296
0.443561,-0.149602,-2.6555
0.453579,-0.0981599,-2.59892
0.463644,-0.211332,-2.77382
0.473507,-0.0467182,-2.58348
0.483583,-0.201043,-2.74296
0.493505,-0.0930157,-2.50632
0.503673,-0.123881,-2.61435
0.513709,-0.0467182,-2.58348
0.523583,-0.0827274,-2.66579
0.533697,-0.226764,-2.69666
0.543682,-0.103304,-2.58863
0.553635,-0.108448,-2.61949
0.563687,-0.15989,-2.59892
0.573633,-0.00556484,-2.57319
0.583683,-0.154746,-2.78926
0.593543,-0.103304,-2.59377
0.603663,-0.108448,-2.60406
0.6137,-0.0364299,-2.55776
0.623521,-0.0827274,-2.69666
0.633766,-0.216476,-2.62464
0.643627,-0.072439,-2.57834
0.653617,-0.144457,-2.61435
0.663686,-0.0312857,-2.55776
0.673733,-0.206187,-2.71724
0.683646,-0.273062,-2.67608
0.693702,-0.0312857,-2.58348
0.703629,-0.0878716,-2.61949
0.713696,-0.010709,-2.58348
0.723988,-0.0827274,-2.72238
0.733739,-0.201043,-2.71724
0.743556,-0.0467182,-2.6092
0.753599,-0.108448,-2.58863
0.763569,-0.0570065,-2.55262
0.773756,-0.0878716,-2.54233
0.783755,-0.0827274,-2.6092
0.793697,-0.134169,-2.58348
0.803713,-0.0930157,-2.61949
0.813682,-0.170178,-2.59892
0.823629,-0.247341,-2.75839
0.833566,0.0407327,-2.48574
0.843577,-0.0672949,-2.65036
0.853554,-0.154746,-2.66579
0.863583,-0.0930157,-2.57834
0.873607,0.0253002,-2.60406
0.883585,-0.262773,-2.73781
0.893571,-0.139313,-2.6555
0.903584,-0.0981599,-2.62978
0.913583,-0.257629,-2.72238
0.923577,0.0304444,-2.48059
0.93374,-0.00556484,-2.60406
0.94367,-0.0827274,-2.6092
0.953598,-0.0621507,-2.55262
0.963673,0.0613094,-2.47545
0.973861,-0.103304,-2.67094
0.983644,-0.134169,-2.68637
0.99406,-0.0827274,-2.6092
1.00391,-0.267918,-2.7481
1.01397,-0.0261415,-2.48574
1.02412,-0.0621507,-2.5629
1.03438,-0.0467182,-2.61949
1.04398,-0.154746,-2.58348
1.05395,0.051021,-2.52689
1.06398,-0.0467182,-2.58863
1.0739,-0.0981599,-2.63493
1.08394,-0.0878716,-2.56805
1.09394,0.0150118,-2.53204
1.10381,-0.118737,-2.73781
1.11377,-0.139313,-2.63493
1.12368,-0.103304,-2.64521
1.1336,-0.22162,-2.6555
1.14358,-0.170178,-2.63493
1.15354,-0.113592,-2.52175
1.16353,-0.113592,-2.64007
1.17354,-0.22162,-2.69666
1.18367,-0.216476,-2.67608
1.19392,-0.0930157,-2.59377
1.20367,-0.0775832,-2.58348
1.21369,-0.190755,-2.75839
1.22396,-0.22162,-2.69666
1.23369,-0.134169,-2.6555
1.24392,-0.108448,-2.58348
1.25369,-0.103304,-2.6555
1.26375,-0.0775832,-2.57834
1.27378,-0.0981599,-2.57319
1.28356,-0.118737,-2.57834
1.29359,-0.118737,-2.63493
1.30361,-0.118737,-2.74296
1.31359,-0.144457,-2.67608
1.32353,-0.0621507,-2.54233
1.33354,0.0407327,-2.47545
1.34358,-0.0878716,-2.58348
1.35358,-0.0981599,-2.61949
1.36359,0.0458769,-2.49603
1.37357,-0.0827274,-2.57834
1.38368,-0.0981599,-2.6092
