time,dz
975,0.0047044
979,0.00471286
984,0.00472326
988,0.00473144
992,0.00473951
997,0.00474942
1001,0.00475722
1005,0.0047649
1010,0.00477432
1014,0.00478173
1019,0.00479081
1024,0.00479971
1028,0.00480669
1033,0.00481525
1037,0.00482196
1042,0.00483017
1046,0.0048366
1051,0.00484447
1055,0.00485063
1060,0.00485816
1064,0.00486404
1069,0.00487122
1073,0.00487683
1078,0.00488366
1083,0.0048903
1087,0.00489548
1092,0.00490177
1096,0.00490666
1101,0.00491261
1105,0.00491723
1110,0.00492282
1114,0.00492716
1119,0.0049324
1124,0.00493745
1128,0.00494136
1133,0.00494606
1137,0.00494967
1142,0.00495402
1146,0.00495736
1151,0.00496136
1156,0.00496516
1160,0.00496806
1165,0.0049715
1169,0.00497412
1174,0.00497721
1178,0.00497955
1183,0.00498229
1187,0.00498434
1192,0.00498673
1196,0.00498849
1201,0.00499052
1206,0.00499236
1210,0.00499368
1214,0.00499488
1219,0.00499621
1223,0.00499712
1228,0.00499809
1232,0.00499872
1236,0.00499923
1241,0.00499968
1245,0.0049999
1249,0.005
1253,0.00499996
1258,0.00499975
1262,0.00499943
1267,0.00499886
1271,0.00499826
1275,0.00499753
1280,0.00499645
1284,0.00499544
1288,0.0049943
1292,0.00499304
1297,0.00499128
1301,0.00498974
1305,0.00498806
1310,0.00498579
1314,0.00498384
1319,0.00498122
1323,0.00497898
1328,0.004976
1332,0.00497348
1337,0.00497015
1341,0.00496734
1345,0.00496441
1350,0.00496057
1354,0.00495736
1359,0.00495317
1363,0.00494967
1368,0.00494513
1372,0.00494136
1377,0.00493646
1382,0.00493137
1386,0.00492716
1390,0.00492282
1395,0.00491723
1400,0.00491144
1404,0.00490666
1408,0.00490177
1413,0.00489548
1417,0.0048903
1421,0.004885
1425,0.00487958
1430,0.00487263
1434,0.00486694
1438,0.00486112
1443,0.00485367
1447,0.00484757
1451,0.00484135
1455,0.00483501
1460,0.00482691
1464,0.00482029
1468,0.00481355
1473,0.00480496
1477,0.00479795
1481,0.00479081
1486,0.00478173
1491,0.00477245
1495,0.0047649
1500,0.00475528
1504,0.00474746
1509,0.0047375
1513,0.00472941
1518,0.00471912
1522,0.00471076
1527,0.00470013
1531,0.0046915
1536,0.00468054
1540,0.00467164
1545,0.00466036
1549,0.00465119
1554,0.00463957
1558,0.00463014
1563,0.00461819
1567,0.0046085
1572,0.00459623
1577,0.00458377
1581,0.00457367
1586,0.00456089
1590,0.00455053
1595,0.00453742
1599,0.00452681
1604,0.00451338
1608,0.00450251
1613,0.00448875
1617,0.00447763
1622,0.00446356
1626,0.00445218
1630,0.00444068
1635,0.00442616
1639,0.00441441
1643,0.00440255
1647,0.00439058
1652,0.00437547
1656,0.00436325
1660,0.00435092
1665,0.00433535
1669,0.00432278
1673,0.00431009
1677,0.0042973
1681,0.0042844
1686,0.00426812
1690,0.00425497
1694,0.00424172
1698,0.00422836
1703,0.00421151
1707,0.00419791
1711,0.0041842
1716,0.00416692
1720,0.00415298
1725,0.0041354
1729,0.00412122
1734,0.00410335
1739,0.00408532
1743,0.00407078
1748,0.00405246
1752,0.00403769
1757,0.00401908
1762,0.00400031
1766,0.00398518
1771,0.00396613
1775,0.00395078
1779,0.00393532
1784,0.00391586
1788,0.00390019
1793,0.00388045
1798,0.00386056
1802,0.00384454
1807,0.00382438
1812,0.00380407
1816,0.00378771
1821,0.00376713
1825,0.00375056
1830,0.00372971
1834,0.00371292
1838,0.00369604
1843,0.00367481
1847,0.00365772
1851,0.00364054
1856,0.00361893
1860,0.00360155
1864,0.00358407
1868,0.0035665
1873,0.00354441
1877,0.00352664
1881,0.00350878
1886,0.00348633
1890,0.00346827
1894,0.00345012
1899,0.00342731
1903,0.00340897
1907,0.00339054
1912,0.00336739
1916,0.00334876
1921,0.00332537
1925,0.00330656
1930,0.00328293
1934,0.00326393
1939,0.00324007
1944,0.00321608
1948,0.00319679
1953,0.00317257
1957,0.00315311
1962,0.00312866
1966,0.00310902
1971,0.00308436
1975,0.00306454
1980,0.00303965
1984,0.00301966
1989,0.00299456
1993,0.00297439
1998,0.00294908
2002,0.00292875
2007,0.00290323
2011,0.00288273
2016,0.00285701
2020,0.00283634
2025,0.00281042
2029,0.00278959
2034,0.00276347
2038,0.00274249
2042,0.00272144
2047,0.00269503
2051,0.00267383
2055,0.00265256
2059,0.00263122
2064,0.00260445
2068,0.00258297
2072,0.00256141
2076,0.0025398
2081,0.00251269
2085,0.00249093
2089,0.0024691
2093,0.00244722
2097,0.00242527
2102,0.00239775
2106,0.00237566
2110,0.00235352
2114,0.00233132
2119,0.00230348
2123,0.00228114
2127,0.00225875
2132,0.00223068
2136,0.00220816
2140,0.00218558
2145,0.00215728
2149,0.00213458
2153,0.00211183
2158,0.00208331
2162,0.00206043
2167,0.00203177
2171,0.00200878
2175,0.00198574
2180,0.00195687
2184,0.00193372
2188,0.00191051
2193,0.00188144
2197,0.00185814
2201,0.00183478
2206,0.00180552
2210,0.00178206
2214,0.00175855
2219,0.00172911
2223,0.00170551
2227,0.00168186
2232,0.00165224
2236,0.0016285
2240,0.00160472
2245,0.00157493
2249,0.00155106
2253,0.00152715
2258,0.0014972
2262,0.0014732
2266,0.00144917
2271,0.00141907
2275,0.00139496
2280,0.00136476
2284,0.00134056
2289,0.00131027
2293,0.001286
2297,0.0012617
2302,0.00123127
2306,0.0012069
2310,0.00118249
2315,0.00115195
2319,0.00112748
2323,0.00110298
2328,0.00107231
2332,0.00104775
2337,0.00101701
2341,0.000992393
2345,0.000967747
2350,0.000936907
2354,0.000912207
2358,0.000887485
2363,0.000856551
2367,0.000831779
2372,0.000800784
2376,0.000775966
2380,0.000751128
2385,0.000720054
2389,0.000695174
2393,0.000670277
2398,0.000639131
2402,0.000614197
2406,0.000589247
2411,0.000558038
2415,0.000533056
2419,0.00050806
2424,0.000476796
2428,0.000451772
2432,0.000426737
2437,0.000395427
2441,0.000370368
2445,0.0003453
2450,0.000313953
2454,0.000288866
2459,0.000257497
2464,0.000226118
2468,0.000201008
2473,0.000169613
2477,0.000144493
2482,0.000113088
2486,8.79601e-05
2491,5.65475e-05
2495,3.14157e-05
2500,6.12323e-19
2505,-3.14157e-05
2509,-5.65475e-05
2514,-8.79601e-05
2518,-0.000113088
2523,-0.000144493
2527,-0.000169613
2532,-0.000201008
2537,-0.000232394
2541,-0.000257497
2546,-0.000288866
2550,-0.000313953
2555,-0.0003453
2560,-0.000376634
2564,-0.000401691
2569,-0.000432997
2573,-0.000458029
2578,-0.000489304
2583,-0.000520559
2587,-0.000545549
2592,-0.000576766
2596,-0.000601724
2601,-0.000632899
2605,-0.000657822
2610,-0.000688951
2615,-0.000720054
2619,-0.000744915
2624,-0.000775966
2629,-0.000806986
2633,-0.000831779
2638,-0.00086274
2642,-0.000887485
2646,-0.000912207
2651,-0.000943078
2655,-0.000967747
2659,-0.000992393
2663,-0.00101701
2668,-0.00104775
2672,-0.00107231
2676,-0.00109685
2681,-0.00112748
2685,-0.00115195
2689,-0.00117639
2693,-0.0012008
2698,-0.00123127
2702,-0.00125562
2706,-0.00127993
2710,-0.00130421
2715,-0.00133451
2719,-0.00135871
2723,-0.00138288
2727,-0.00140702
2731,-0.00143112
2736,-0.00146119
2740,-0.00148521
2744,-0.00150919
2749,-0.00153911
2753,-0.001563
2757,-0.00158685
2762,-0.00161661
2766,-0.00164038
2771,-0.00167002
2775,-0.00169369
2779,-0.00171732
2784,-0.00174679
2788,-0.00177031
2793,-0.00179966
2797,-0.00182308
2802,-0.0018523
2806,-0.00187562
2811,-0.00190471
2815,-0.00192792
2820,-0.00195687
2824,-0.00197997
2829,-0.00200878
2833,-0.00203177
2838,-0.00206043
2842,-0.00208331
2846,-0.00210613
2851,-0.00213458
2855,-0.00215728
2860,-0.00218558
2864,-0.00220816
2869,-0.0022363
2873,-0.00225875
2878,-0.00228673
2882,-0.00230905
2887,-0.00233687
2891,-0.00235906
2896,-0.00238671
2900,-0.00240877
2905,-0.00243625
2909,-0.00245817
2914,-0.00248548
2918,-0.00250725
2923,-0.00253438
2927,-0.00255602
2932,-0.00258297
2937,-0.00260981
2941,-0.00263122
2946,-0.00265788
2950,-0.00267913
2955,-0.00270561
2960,-0.00273197
2964,-0.00275299
2969,-0.00277916
2973,-0.00280001
2978,-0.00282599
2983,-0.00285185
2987,-0.00287246
2992,-0.00289811
2996,-0.00291856
3001,-0.00294401
3005,-0.00296428
3010,-0.00298952
3014,-0.00300963
3019,-0.00303466
3024,-0.00305957
3028,-0.00307941
3032,-0.00309917
3037,-0.00312376
3041,-0.00314335
3046,-0.00316771
3050,-0.00318712
3054,-0.00320644
3059,-0.00323049
3063,-0.00324963
3067,-0.00326869
3072,-0.0032924
3076,-0.00331127
3080,-0.00333006
3084,-0.00334876
3089,-0.00337203
3093,-0.00339054
3097,-0.00340897
3101,-0.00342731
3106,-0.00345012
3110,-0.00346827
3114,-0.00348633
3118,-0.0035043
3123,-0.00352664
3127,-0.00354441
3131,-0.00356209
3136,-0.00358407
3140,-0.00360155
3145,-0.00362327
3149,-0.00364054
3153,-0.00365772
3158,-0.00367907
3162,-0.00369604
3167,-0.00371713
3171,-0.00373389
3176,-0.00375471
3180,-0.00377126
3185,-0.00379181
3189,-0.00380814
3194,-0.00382843
3199,-0.00384856
3203,-0.00386455
3208,-0.00388441
3212,-0.00390019
3217,-0.00391977
3221,-0.00393532
3226,-0.00395462
3230,-0.00396995
3235,-0.00398897
3239,-0.00400408
3244,-0.00402281
3249,-0.00404139
3253,-0.00405614
3257,-0.00407078
3262,-0.00408894
3266,-0.00410335
3271,-0.00412122
3275,-0.0041354
3279,-0.00414948
3284,-0.00416692
3288,-0.00418076
3292,-0.00419449
3297,-0.00421151
3301,-0.004225
3305,-0.00423839
3309,-0.00425167
3314,-0.00426812
3318,-0.00428116
3322,-0.00429408
3326,-0.00430691
3331,-0.00432278
3335,-0.00433535
3339,-0.00434782
3344,-0.00436325
3348,-0.00437547
3352,-0.00438757
3356,-0.00439957
3361,-0.00441441
3365,-0.00442616
3369,-0.00443779
3374,-0.00445218
3378,-0.00446356
3383,-0.00447763
3387,-0.00448875
3392,-0.00450251
3396,-0.00451338
3401,-0.00452681
3405,-0.00453742
3410,-0.00455053
3414,-0.00456089
3419,-0.00457367
3423,-0.00458377
3428,-0.00459623
3432,-0.00460606
3437,-0.00461819
3441,-0.00462777
3446,-0.00463957
3450,-0.00464888
3454,-0.00465808
3459,-0.0046694
3464,-0.00468054
3468,-0.00468932
3472,-0.00469799
3477,-0.00470865
3481,-0.00471704
3486,-0.00472737
3491,-0.0047375
3495,-0.00474548
3499,-0.00475334
3504,-0.00476299
3508,-0.00477057
3513,-0.00477989
3517,-0.0047872
3522,-0.00479618
3526,-0.00480322
3531,-0.00481185
3535,-0.00481862
3540,-0.00482691
3544,-0.0048334
3549,-0.00484135
3553,-0.00484757
3558,-0.00485517
3562,-0.00486112
3567,-0.00486837
3571,-0.00487404
3576,-0.00488095
3580,-0.00488634
3585,-0.0048929
3589,-0.00489802
3594,-0.00490423
3598,-0.00490907
3603,-0.00491493
3607,-0.00491949
3611,-0.00492392
3616,-0.00492928
3621,-0.00493445
3625,-0.00493844
3630,-0.00494326
3634,-0.00494697
3639,-0.00495144
3643,-0.00495487
3648,-0.00495898
3652,-0.00496213
3657,-0.00496589
3661,-0.00496876
3665,-0.0049715
3670,-0.00497476
3674,-0.00497721
3678,-0.00497955
3682,-0.00498176
3687,-0.00498434
3691,-0.00498626
3695,-0.00498806
3699,-0.00498974
3704,-0.00499165
3708,-0.00499304
3712,-0.0049943
3716,-0.00499544
3721,-0.00499668
3725,-0.00499753
3729,-0.00499826
3733,-0.00499886
3738,-0.00499943
3742,-0.00499975
3746,-0.00499994
3751,-0.005
3755,-0.0049999
3760,-0.00499961
3764,-0.00499923
3768,-0.00499872
3773,-0.00499791
3778,-0.00499691
3782,-0.00499596
3787,-0.0049946
3791,-0.00499337
3796,-0.00499165
3800,-0.00499013
3805,-0.00498806
3809,-0.00498626
3814,-0.00498384
3818,-0.00498176
3823,-0.00497898
3827,-0.00497661
3832,-0.00497348
3836,-0.00497083
3841,-0.00496734
3845,-0.00496441
3850,-0.00496057
3855,-0.00495654
3859,-0.00495317
3864,-0.00494878
3868,-0.00494513
3873,-0.00494039
3877,-0.00493646
3882,-0.00493137
3886,-0.00492716
3890,-0.00492282
3895,-0.00491723
3899,-0.00491261
3903,-0.00490787
3907,-0.004903
3912,-0.00489675
3916,-0.00489161
3920,-0.00488634
3925,-0.00487958
3929,-0.00487404
3933,-0.00486837
3937,-0.00486258
3942,-0.00485517
3946,-0.0048491
3951,-0.00484135
3955,-0.00483501
3959,-0.00482854
3964,-0.00482029
3968,-0.00481355
3973,-0.00480496
3978,-0.00479618
3982,-0.00478901
3987,-0.00477989
3991,-0.00477245
3996,-0.00476299
4000,-0.00475528
4005,-0.00474548
4009,-0.0047375
4014,-0.00472737
4019,-0.00471704
4023,-0.00470865
4028,-0.00469799
4032,-0.00468932
4037,-0.00467833
4041,-0.0046694
4046,-0.00465808
4050,-0.00464888
4055,-0.00463723
4059,-0.00462777
4064,-0.00461578
4068,-0.00460606
4073,-0.00459375
4077,-0.00458377
4081,-0.00457367
4086,-0.00456089
4090,-0.00455053
4094,-0.00454006
4099,-0.00452681
4103,-0.00451608
4107,-0.00450523
4111,-0.00449428
4116,-0.00448042
4120,-0.00446921
4124,-0.00445788
4129,-0.00444357
4133,-0.00443199
4137,-0.0044203
4142,-0.00440553
4146,-0.00439359
4150,-0.00438153
4155,-0.00436631
4159,-0.00435401
4163,-0.0043416
4168,-0.00432593
4172,-0.00431327
4177,-0.0042973
4181,-0.0042844
4186,-0.00426812
4190,-0.00425497
4195,-0.00423839
4200,-0.00422164
4204,-0.00420812
4209,-0.00419107
4213,-0.00417731
4218,-0.00415996
4222,-0.00414597
4226,-0.00413187
4231,-0.0041141
4236,-0.00409616
4240,-0.0040817
4245,-0.00406347
4249,-0.00404877
4254,-0.00403026
4258,-0.00401534
4263,-0.00399654
4267,-0.00398138
4272,-0.0039623
4276,-0.00394692
4280,-0.00393144
4285,-0.00391195
4289,-0.00389625
4293,-0.00388045
4297,-0.00386455
4302,-0.00384454
4306,-0.00382843
4310,-0.00381221
4315,-0.00379181
4319,-0.00377538
4323,-0.00375885
4327,-0.00374223
4331,-0.00372552
4336,-0.00370449
4340,-0.00368757
4344,-0.00367055
4348,-0.00365343
4353,-0.00363191
4357,-0.00361459
4361,-0.00359718
4366,-0.00357529
4370,-0.00355768
4374,-0.00353997
4379,-0.00351772
4383,-0.00349981
4388,-0.00347731
4392,-0.0034592
4397,-0.00343645
4401,-0.00341815
4406,-0.00339516
4410,-0.00337666
4415,-0.00335343
4419,-0.00333474
4423,-0.00331598
4428,-0.0032924
4432,-0.00327344
4437,-0.00324963
4441,-0.00323049
4446,-0.00320644
4450,-0.00318712
4455,-0.00316285
4459,-0.00314335
4464,-0.00311885
4468,-0.00309917
4473,-0.00307445
4477,-0.0030546
4482,-0.00302966
4486,-0.00300963
4490,-0.00298952
4495,-0.00296428
4499,-0.00294401
4503,-0.00292366
4508,-0.00289811
4512,-0.0028776
4516,-0.00285701
4520,-0.00283634
4525,-0.00281042
4529,-0.00278959
4533,-0.0027687
4538,-0.00274249
4542,-0.00272144
4546,-0.00270032
4550,-0.00267913
4555,-0.00265256
4559,-0.00263122
4564,-0.00260445
4568,-0.00258297
4572,-0.00256141
4577,-0.00253438
4581,-0.00251269
4586,-0.00248548
4591,-0.00245817
4595,-0.00243625
4600,-0.00240877
4604,-0.00238671
4609,-0.00235906
4613,-0.00233687
4618,-0.00230905
4622,-0.00228673
4627,-0.00225875
4632,-0.00223068
4636,-0.00220816
4641,-0.00217993
4645,-0.00215728
4650,-0.0021289
4654,-0.00210613
4659,-0.00207759
4664,-0.00204898
4668,-0.00202603
4673,-0.00199727
4677,-0.0019742
4682,-0.0019453
4687,-0.00191632
4691,-0.00189308
4696,-0.00186397
4700,-0.00184062
4705,-0.00181138
4709,-0.00178793
4714,-0.00175855
4718,-0.00173501
4723,-0.00170551
4727,-0.00168186
4732,-0.00165224
4737,-0.00162256
4741,-0.00159877
4746,-0.00156897
4750,-0.00154508
4755,-0.00151518
4760,-0.00148521
4764,-0.00146119
4769,-0.00143112
4773,-0.00140702
4778,-0.00137684
4782,-0.00135267
4786,-0.00132845
4791,-0.00129814
4795,-0.00127385
4800,-0.00124345
4805,-0.001213
4809,-0.0011886
4814,-0.00115806
4818,-0.0011336
4823,-0.00110298
4827,-0.00107845
4832,-0.00104775
4837,-0.00101701
4841,-0.000992393
4846,-0.000961582
4850,-0.000936907
4855,-0.000906029
4860,-0.000875115
4864,-0.00085036
4869,-0.000819385
4873,-0.000794581
4878,-0.000763549
4882,-0.000738702
4887,-0.000707616
4891,-0.000682728
4896,-0.000651593
4900,-0.000626666
4905,-0.000595486
4909,-0.000570525
4914,-0.000539303
4919,-0.00050806
4923,-0.000483051
4928,-0.000451772
4932,-0.000426737
4937,-0.000395427
4941,-0.000370368
4946,-0.000339032
4950,-0.000313953
4955,-0.000282593
4959,-0.000257497
4964,-0.000226118
4968,-0.000201008
4973,-0.000169613
4977,-0.000144493
4982,-0.000113088
4987,-8.16778e-05
4991,-5.65475e-05
4996,-2.51326e-05
5000,-1.22465e-18
5005,3.14157e-05
5009,5.65475e-05
5013,8.16778e-05
5018,0.000113088
5022,0.000138212
5026,0.000163334
5031,0.000194729
5035,0.000219841
5039,0.000244946
5044,0.000276319
5048,0.00030141
5053,0.000332763
5057,0.000357835
5061,0.000382899
5065,0.000407953
5070,0.000439256
5074,0.000464286
5078,0.000489304
5083,0.000520559
5087,0.000545549
5092,0.000576766
5096,0.000601724
5101,0.000632899
5105,0.000657822
5110,0.000688951
5114,0.000713836
5119,0.000744915
5123,0.000769758
5128,0.000800784
5132,0.000825582
5137,0.000856551
5142,0.000887485
5146,0.000912207
5151,0.000943078
5155,0.000967747
5160,0.00099855
5164,0.00102316
5169,0.00105389
5173,0.00107845
5178,0.0011091
5182,0.0011336
5187,0.00116417
5192,0.0011947
5196,0.00121909
5201,0.00124953
5205,0.00127385
5210,0.00130421
5214,0.00132845
5219,0.00135871
5223,0.00138288
5227,0.00140702
5231,0.00143112
5236,0.00146119
5240,0.00148521
5244,0.00150919
5248,0.00153313
5253,0.001563
5257,0.00158685
5261,0.00161067
5265,0.00163444
5270,0.0016641
5274,0.00168778
5278,0.00171141
5283,0.0017409
5287,0.00176444
5291,0.00178793
5296,0.00181723
5300,0.00184062
5304,0.00186397
5308,0.00188726
5313,0.00191632
5317,0.00193951
5322,0.00196843
5326,0.0019915
5331,0.00202028
5335,0.00204325
5340,0.00207188
5344,0.00209473
5349,0.00212321
5353,0.00214594
5358,0.00217427
5362,0.00219687
5367,0.00222505
5371,0.00224753
5376,0.00227555
5380,0.0022979
5385,0.00232576
5389,0.00234797
5393,0.00237013
5398,0.00239775
5403,0.00242527
5407,0.00244722
5411,0.0024691
5416,0.00249637
5420,0.00251812
5425,0.00254521
5429,0.00256681
5433,0.00258834
5438,0.00261517
5442,0.00263656
5446,0.00265788
5451,0.00268444
5455,0.00270561
5459,0.00272671
5464,0.00275299
5468,0.00277393
5472,0.00279481
5477,0.0028208
5481,0.00284152
5485,0.00286216
5490,0.00288786
5494,0.00290834
5498,0.00292875
5503,0.00295415
5507,0.00297439
5512,0.00299959
5516,0.00301966
5521,0.00304464
5525,0.00306454
5530,0.0030893
5534,0.00310902
5539,0.00313356
5543,0.00315311
5548,0.00317743
5552,0.00319679
5557,0.00322089
5562,0.00324485
5566,0.00326393
5571,0.00328767
5575,0.00330656
5580,0.00333006
5585,0.00335343
5589,0.00337203
5594,0.00339516
5599,0.00341815
5603,0.00343645
5608,0.0034592
5612,0.00347731
5616,0.00349532
5621,0.00351772
5625,0.00353553
5630,0.00355768
5634,0.00357529
5638,0.00359282
5643,0.00361459
5647,0.00363191
5651,0.00364914
5655,0.00366628
5660,0.00368757
5664,0.00370449
5668,0.00372132
5672,0.00373806
5677,0.00375885
5681,0.00377538
5685,0.00379181
5690,0.00381221
5694,0.00382843
5698,0.00384454
5703,0.00386455
5707,0.00388045
5712,0.00390019
5716,0.00391586
5721,0.00393532
5725,0.00395078
5730,0.00396995
5734,0.00398518
5739,0.00400408
5743,0.00401908
5748,0.00403769
5752,0.00405246
5757,0.00407078
5761,0.00408532
5766,0.00410335
5770,0.00411766
5775,0.0041354
5779,0.00414948
5784,0.00416692
5788,0.00418076
5793,0.00419791
5798,0.00421489
5802,0.00422836
5807,0.00424504
5811,0.00425827
5816,0.00427465
5820,0.00428763
5824,0.00430051
5829,0.00431645
5833,0.00432908
5837,0.0043416
5842,0.0043571
5846,0.00436937
5850,0.00438153
5855,0.00439658
5859,0.0044085
5863,0.0044203
5867,0.00443199
5872,0.00444644
5876,0.00445788
5880,0.00446921
5885,0.00448321
5889,0.00449428
5893,0.00450523
5898,0.00451877
5902,0.00452947
5907,0.00454269
5911,0.00455313
5915,0.00456346
5920,0.00457621
5924,0.00458627
5929,0.0045987
5933,0.0046085
5938,0.0046206
5942,0.00463014
5947,0.00464191
5951,0.00465119
5956,0.00466263
5961,0.00467388
5965,0.00468275
5969,0.0046915
5974,0.00470227
5979,0.00471286
5983,0.00472119
5988,0.00473144
5992,0.00473951
5997,0.00474942
6001,0.00475722
6006,0.0047668
6010,0.00477432
6015,0.00478356
6019,0.00479081
6024,0.00479971
6028,0.00480669
6033,0.00481525
6037,0.00482196
6042,0.00483017
6046,0.0048366
6050,0.00484292
6055,0.00485063
6059,0.00485667
6063,0.00486258
6067,0.00486837
6072,0.00487544
6076,0.00488095
6080,0.00488634
6085,0.0048929
6089,0.00489802
6093,0.004903
6097,0.00490787
6102,0.00491378
6106,0.00491836
6110,0.00492282
6114,0.00492716
6119,0.0049324
6123,0.00493646
6127,0.00494039
6132,0.00494513
6136,0.00494878
6141,0.00495317
6145,0.00495654
6149,0.00495978
6154,0.00496366
6158,0.00496662
6163,0.00497015
6168,0.00497348
6172,0.004976
6177,0.00497898
6181,0.00498122
6186,0.00498384
6190,0.00498579
6195,0.00498806
6199,0.00498974
6204,0.00499165
6209,0.00499337
6213,0.0049946
6218,0.00499596
6222,0.00499691
6227,0.00499791
6231,0.00499857
6236,0.00499923
6240,0.00499961
6245,0.0049999
6249,0.005
6254,0.00499994
6259,0.00499968
6263,0.00499933
6268,0.00499872
6272,0.00499809
6277,0.00499712
6282,0.00499596
6286,0.00499488
6291,0.00499337
6295,0.00499201
6300,0.00499013
6304,0.00498849
6309,0.00498626
6313,0.00498434
6318,0.00498176
6322,0.00497955
6327,0.00497661
6332,0.00497348
6336,0.00497083
6341,0.00496734
6345,0.00496441
6349,0.00496136
6354,0.00495736
6358,0.00495402
6362,0.00495056
6366,0.00494697
6371,0.00494231
6375,0.00493844
6379,0.00493445
6383,0.00493033
6388,0.00492501
6392,0.00492061
6396,0.00491608
6401,0.00491026
6405,0.00490545
6409,0.00490053
6414,0.00489419
6418,0.00488899
6422,0.00488366
6427,0.00487683
6431,0.00487122
6435,0.00486549
6440,0.00485816
6445,0.00485063
6449,0.00484447
6454,0.0048366
6458,0.00483017
6463,0.00482196
6467,0.00481525
6472,0.00480669
6477,0.00479795
6481,0.00479081
6486,0.00478173
6490,0.00477432
6495,0.0047649
6499,0.00475722
6504,0.00474746
6508,0.00473951
6513,0.00472941
6517,0.00472119
6522,0.00471076
6526,0.00470227
6531,0.0046915
6535,0.00468275
6540,0.00467164
6544,0.00466263
6548,0.00465349
6553,0.00464191
6557,0.00463251
6561,0.004623
6566,0.00461094
6570,0.00460116
6574,0.00459126
6578,0.00458125
6583,0.00456858
6587,0.00455831
6591,0.00454792
6595,0.00453742
6600,0.00452414
6604,0.00451338
6608,0.00450251
6612,0.00449152
6617,0.00447763
6621,0.00446639
6625,0.00445503
6629,0.00444357
6633,0.00443199
6638,0.00441736
6642,0.00440553
6646,0.00439359
6650,0.00438153
6654,0.00436937
6659,0.00435401
6663,0.0043416
6667,0.00432908
6671,0.00431645
6675,0.00430371
6680,0.00428763
6684,0.00427465
6688,0.00426156
6692,0.00424836
6697,0.00423171
6701,0.00421827
6705,0.00420472
6709,0.00419107
6714,0.00417385
6718,0.00415996
