Timestamp,Fz (V),Mz (V)
0.5389053821563721,0.194495169,0.231066981
0.5389156341552734,-0.145035363,-0.082727389
0.5389194488525391,0.029874304999999997,0.051021030999999994
0.5389232635498047,-0.073013735,-0.000420669000000002
0.5389266014099121,-0.196479383,-0.221619979
0.5389289855957031,0.081318325,-0.020997349000000002
0.5389318466186523,0.179061963,0.138471921
0.5389342308044434,-0.031858519,-0.036429859
0.5389368534088135,0.009296697,0.102462731
0.5389389991760254,-0.08330253900000001,0.051021030999999994
0.5389420986175537,-0.19133498100000002,-0.190754959
0.5389449596405029,0.004152295,-0.015853179000000002
0.538947582244873,-0.037002921,0.025300180999999998
0.5389504432678223,-0.196479383,-0.113592409
0.5389525890350342,-0.175901775,-0.159889939
0.5389549732208252,0.009296697,-0.103304069
0.5389573574066162,-0.052436127,-0.036429859
0.5389595031738281,-0.16561297100000003,0.102462731
0.5389623641967773,-0.145035363,-0.098159899
0.5389645099639893,0.019585500999999998,-0.015853179000000002
0.5389673709869385,-0.016425313000000004,-0.041574029
0.5389702320098877,0.184206365,0.205346131
0.5389726161956787,0.12247354099999999,0.236211151
0.5389752388000488,-0.09873574500000001,0.051021030999999994
0.5389783382415771,-0.11416895100000002,-0.046718199
0.5389809608459473,0.06074071700000001,0.066453541
0.5389835834503174,-0.211912589,-0.21133163900000002
0.5389862060546875,0.014441098999999999,-0.082727389
0.5389890670776367,0.101895933,0.081886051
0.5389912128448486,0.040163108999999995,-0.000420669000000002
0.538994312286377,0.08646272699999999,0.159048601
0.5389969348907471,0.12761794299999998,0.133327751
0.5389997959136963,-0.217056991,-0.159889939
0.5390028953552246,-0.057580529000000005,-0.07758321900000001
0.5390059947967529,-0.088446941,0.030444350999999995
0.539008378982544,0.06588511899999999,0.174481111
0.539010763168335,-0.11416895100000002,-0.13416908900000002
0.5390138626098633,-0.073013735,-0.005564839000000002
0.5390164852142334,-0.0009921070000000025,0.004723500999999998
0.5390198230743408,-0.139890961,-0.221619979
0.5390222072601318,0.204783973,0.12303941099999999
0.539024829864502,-0.052436127,-0.000420669000000002
0.5390276908874512,-0.026714117000000002,-0.062150709
0.5390303134918213,0.014441098999999999,0.015011840999999998
0.5390331745147705,-0.18619057900000002,-0.216475809
0.5390357971191406,0.117329139,0.009867670999999995
0.5390384197235107,0.096751531,0.138471921
0.5390408039093018,-0.016425313000000004,0.020156011
0.5390431880950928,0.045307511,-0.026141519000000002
0.5390458106994629,-0.23763459900000003,-0.201043299
0.539048433303833,-0.0009921070000000025,-0.082727389
0.5390510559082031,0.137906747,0.133327751
0.5390534400939941,-0.037002921,-0.031285689000000005
0.5390560626983643,0.117329139,0.097318561
0.5390582084655762,0.271661199,0.169336941
0.5390603542327881,0.132762345,0.08703022099999999
0.5390629768371582,0.004152295,0.015011840999999998
0.5390655994415283,0.12761794299999998,0.092174391
0.5390679836273193,0.143051149,0.174481111
0.5390701293945312,-0.217056991,-0.139313259
0.5390725135803223,-0.042147323,0.081886051
0.5390768051147461,-0.08330253900000001,0.056165201
0.5390794277191162,-0.145035363,0.040732691
0.5390815734863281,0.014441098999999999,0.12303941099999999
0.5390846729278564,-0.175901775,-0.103304069
0.5390870571136475,-0.088446941,-0.041574029
0.5390894412994385,0.014441098999999999,0.035588521
0.5390915870666504,0.040163108999999995,-0.108448239
0.5390944480895996,0.24079478699999998,0.251643661
0.5390968322753906,0.014441098999999999,0.076741881
0.5390992164611816,-0.04729172500000001,-0.082727389
0.5391018390655518,0.045307511,0.004723500999999998
0.5391044616699219,-0.109024549,-0.237052489
0.5391066074371338,-0.16561297100000003,-0.242196659
0.5391089916229248,-0.11416895100000002,-0.103304069
