Time,Fz,Mz
0.00274569,-0.957236,0.0967515
0.0131944,-0.921227,0.184206
0.0245869,-0.880074,0.132762
0.0349339,-0.828632,0.173918
0.0452002,-1.01382,0.0298743
0.0565486,-1.0344,0.122474
0.0668735,-0.910939,0.261372
0.0772191,-0.895506,0.0195855
0.0888552,-0.823488,0.148196
0.0992019,-0.977813,0.101896
0.10948,-1.11671,0.0041523
0.120896,-0.880074,0.173918
0.129677,-0.864641,0.173918
0.139655,-0.818344,0.112185
0.150803,-0.87493,0.143051
0.159625,-0.87493,0.15334
0.169566,-0.83892,0.297383
0.180847,-0.8132,0.112185
0.189637,-0.77719,0.194495
0.199651,-1.12185,0.0298743
0.210898,-0.880074,0.209928
0.219712,-1.02925,0.132762
0.229646,-1.06526,0.194495
0.240745,-0.905795,0.101896
0.24964,-0.849209,0.168773
0.259666,-1.03954,0.0864627
0.270876,-0.890362,0.245939
0.279637,-1.0344,0.112185
0.289628,-1.0344,0.0916071
0.300905,-0.849209,0.15334
0.309654,-0.766902,0.179062
0.319605,-1.00353,0.127618
0.330788,-0.854353,0.220217
0.339606,-0.96238,0.0504519
0.349662,-1.07041,0.0967515
0.36092,-0.844065,0.148196
0.36961,-0.772046,0.179062
0.379637,-1.02925,0.0555963
0.390944,-0.833776,0.189351
0.399619,-0.921227,0.189351
0.409662,-0.890362,0.276806
0.420919,-0.77719,0.184206
0.429619,-0.83892,0.127618
0.439528,-1.04983,0.0195855
0.450869,-0.844065,0.163629
0.459622,-0.869785,0.292239
0.469553,-0.87493,0.312816
0.48082,-0.802911,0.15334
0.489575,-0.818344,0.122474
0.499656,-1.09098,0.0761739
0.510959,-0.890362,0.271661
0.519585,-0.946948,0.163629
0.529652,-0.921227,0.143051
0.540812,-0.982957,0.137907
0.54965,-0.957236,0.15334
0.55965,-0.87493,0.122474
0.570938,-0.916083,0.143051
0.57963,-0.782335,0.0916071
0.589628,-0.931515,-0.000992107
0.600949,-1.02411,0.0761739
0.609643,-0.977813,0.0967515
0.619635,-0.8132,0.168773
0.630847,-0.910939,0.0298743
0.639536,-1.09098,0.112185
0.649629,-0.849209,0.225362
0.660846,-0.90065,0.168773
0.669591,-0.946948,0.0916071
0.679615,-0.96238,0.194495
0.69084,-0.96238,0.184206
0.699625,-0.802911,0.148196
0.709679,-0.808055,0.137907
0.720833,-0.854353,0.220217
0.729675,-0.972669,0.132762
0.739634,-0.782335,0.163629
0.750855,-0.746325,0.240795
0.759624,-0.885218,0.266517
0.769671,-0.890362,0.23565
0.780882,-0.993245,0.0761739
0.789584,-0.823488,0.163629
0.799668,-0.859497,0.266517
0.811026,-0.880074,0.317961
0.819652,-0.8132,0.158484
0.829612,-0.751469,0.15334
0.84074,-1.00868,0.148196
0.84968,-0.90065,0.240795
0.859657,-0.967525,0.0350187
0.870756,-1.02925,-0.0164253
0.879648,-0.99839,0.0555963
0.889562,-0.941804,0.0607407
0.900802,-0.885218,0.15334
0.909628,-0.99839,0.10704
0.919616,-0.766902,0.163629
0.930861,-0.890362,0.0401631
0.939579,-0.957236,0.0607407
0.949688,-0.972669,0.112185
0.960888,-0.823488,0.0658851
0.969567,-0.808055,0.143051
0.979663,-1.00353,0.132762
0.990862,-1.08584,0.101896
0.999655,-0.895506,0.10704
1.00961,-0.916083,0.117329
1.02081,-0.941804,0.179062
1.02995,-0.993245,0.189351
1.03988,-0.931515,0.112185
1.05135,-1.05498,0.0401631
1.06,-0.87493,0.117329
1.06976,-0.910939,0.127618
1.08187,-0.90065,0.0298743
1.09024,-0.885218,0.184206
1.1002,-1.00868,0.0761739
1.11146,-1.07041,0.101896
1.11971,-0.823488,0.163629
1.12991,-0.766902,0.158484
1.14151,-0.93666,0.0453075
1.14988,-0.823488,0.189351
1.1598,-0.946948,0.19964
1.17132,-0.921227,0.261372
1.1798,-0.854353,0.158484
1.18979,-1.00353,0.0195855
1.2013,-0.725749,0.271661
1.20981,-0.808055,0.179062
1.21988,-0.99839,0.0453075
1.23103,-0.941804,0.0453075
1.23969,-0.890362,0.266517
1.2496,-0.957236,0.184206
1.26088,-1.06526,0.0813183
1.26962,-1.04983,0.0967515
1.27959,-0.83892,0.179062
1.29075,-0.854353,0.117329
1.2997,-0.761758,0.266517
1.30968,-0.854353,0.0607407
1.32105,-1.01897,0.101896
1.32969,-0.880074,0.158484
1.33961,-1.02925,0.0761739
1.35166,-0.849209,0.204784
1.35965,-0.869785,0.245939
1.36956,-0.818344,0.307672
1.38134,-0.885218,0.215073
1.38985,-0.967525,0.127618
1.4001,-0.946948,0.0504519
1.41133,-1.0807,0.0864627
1.4201,-0.83892,0.173918
1.43003,-1.01382,0.0298743
1.44127,-0.8132,0.225362
1.44987,-0.941804,0.112185
1.45976,-0.916083,0.19964
1.4711,-0.849209,0.184206
1.47978,-0.828632,0.245939
1.48988,-0.93666,0.132762
1.50126,-0.931515,0.148196
1.50973,-0.905795,0.184206
1.51966,-0.8132,0.292239
1.53104,-1.06012,0.0761739
1.53966,-0.93666,0.230506
1.5496,-0.895506,0.148196
1.56079,-0.802911,0.271661
1.56959,-1.00868,0.117329
1.57968,-0.890362,0.23565
1.59081,-0.885218,0.122474
1.59956,-0.880074,0.163629
1.6098,-0.818344,0.122474
1.62091,-0.926371,0.0195855
1.62969,-0.895506,0.225362
1.63968,-1.03954,0.0504519
1.65114,-0.87493,0.215073
1.65973,-0.823488,0.333394
1.66969,-0.952092,-0.0524361
1.68089,-0.83892,0.132762
1.6896,-1.01382,0.0607407
1.69953,-0.926371,0.0607407
1.71091,-0.818344,0.287094
1.71954,-0.916083,0.0916071
1.72961,-0.833776,0.173918
1.74096,-0.957236,0.0607407
1.7496,-0.869785,0.19964
1.75956,-0.741181,0.230506
1.77071,-1.08584,0.10704
1.77956,-0.885218,0.251084
1.78961,-0.761758,0.173918
1.80068,-0.802911,0.0453075
1.80955,-0.87493,0.271661
1.8196,-0.782335,0.245939
1.83077,-0.972669,-0.0421473
1.83974,-0.818344,0.15334
1.84958,-0.895506,0.276806
1.86098,-0.988101,0.148196
1.86987,-0.792623,0.15334
1.87961,-0.818344,0.209928
1.89074,-0.921227,0.245939
1.89969,-0.952092,0.189351
1.90969,-0.818344,0.158484
1.92088,-0.916083,0.10704
1.92963,-0.926371,0.143051
1.93968,-0.818344,0.19964
1.95085,-0.90065,0.168773
1.95961,-1.05498,0.0144411
1.96961,-0.823488,0.189351
1.98076,-0.823488,0.184206
1.98962,-0.967525,0.173918
1.9996,-0.910939,0.245939
2.01079,-0.854353,0.28195
2.01959,-0.761758,0.137907
2.02958,-0.77719,0.240795
2.04077,-0.890362,0.132762
2.04963,-0.885218,0.194495
2.05966,-0.895506,0.117329
2.07089,-1.01897,0.0967515
2.07968,-0.844065,0.173918
2.08968,-0.916083,0.204784
2.10126,-0.808055,0.225362
2.10962,-0.77719,0.194495
2.11966,-0.972669,0.127618
2.13104,-0.787479,0.158484
2.13965,-0.859497,0.168773
2.14983,-0.96238,-0.0164253
2.16142,-0.921227,0.122474
2.1698,-0.977813,0.0298743
2.17994,-0.854353,0.209928
2.19123,-1.04469,0.0864627
2.20004,-0.926371,0.0967515
2.20994,-0.977813,0.179062
2.22138,-0.967525,0.0350187
2.22994,-0.941804,0.148196
2.23996,-0.869785,0.251084
2.25118,-0.895506,0.292239
2.25985,-0.99839,0.112185
2.26974,-0.993245,0.112185
2.28085,-0.823488,0.317961
2.28963,-0.833776,0.307672
2.29958,-1.01382,0.163629
2.31079,-1.00868,0.158484
2.31957,-1.00868,0.0710295
2.32958,-1.00868,0.0092967
2.34106,-0.895506,0.256228
2.34969,-0.890362,0.168773
2.3597,-0.890362,0.240795
2.3709,-0.87493,0.194495
2.37958,-0.880074,0.28195
2.38955,-0.854353,0.240795
2.40166,-0.926371,0.209928
2.40993,-0.890362,0.10704
2.41987,-0.926371,0.0350187
2.43124,-0.93666,-0.00613651
2.43992,-0.931515,0.163629
2.45029,-0.844065,0.189351
2.46171,-0.99839,0.0967515
2.46986,-0.87493,-0.000992107
2.47985,-0.772046,0.158484
2.49114,-0.772046,0.204784
2.49984,-0.787479,0.251084
2.50985,-0.859497,0.32825
2.52119,-1.06526,0.0453075
2.52983,-1.06526,0.0195855
2.53981,-0.90065,0.271661
2.55089,-0.910939,0.23565
2.55969,-0.880074,0.266517
2.5696,-0.854353,0.173918
2.58082,-0.931515,0.148196
2.58959,-0.87493,0.132762
2.59958,-0.844065,0.101896
2.61085,-0.828632,0.101896
2.61985,-0.772046,0.204784
2.6298,-0.926371,0.19964
2.64152,-0.751469,0.230506
2.65034,-0.833776,0.302528
2.65989,-0.895506,0.230506
2.67106,-1.04469,0.184206
2.68003,-0.957236,0.0967515
2.68982,-0.905795,0.0813183
2.70205,-0.890362,0.19964
2.70986,-0.808055,0.15334
2.71987,-0.828632,0.143051
2.73127,-1.01382,0.0916071
2.73987,-0.87493,0.215073
2.74987,-0.988101,0.112185
2.76126,-0.823488,0.343683
2.76984,-0.83892,0.204784
2.77974,-0.967525,0.0195855
2.79093,-0.921227,0.0761739
2.79959,-0.808055,0.179062
2.80961,-0.910939,0.209928
2.8208,-0.921227,0.179062
2.8296,-0.761758,0.173918
2.83959,-0.941804,0.0350187
2.85073,-0.854353,0.117329
2.85956,-1.01382,0.132762
2.86971,-0.910939,0.0453075
2.88086,-0.869785,0.28195
2.88962,-1.163,0.0195855
2.89965,-0.885218,0.189351
2.91083,-0.864641,0.220217
2.91962,-0.982957,0.15334
2.92967,-0.931515,0.0761739
2.94082,-1.01897,0.168773
2.94954,-0.782335,0.163629
2.95964,-0.905795,0.240795
2.97075,-1.00353,-0.0164253
2.97962,-0.87493,0.19964
2.9896,-0.87493,0.127618
3.00072,-0.931515,0.0298743
3.0096,-0.982957,0.245939
3.01955,-0.802911,0.158484
3.03073,-1.04983,0.0401631
3.03957,-0.993245,0.0555963
3.04967,-0.895506,0.19964
3.06071,-1.01897,0.0710295
3.06966,-0.957236,0.143051
3.07965,-0.844065,0.132762
3.09079,-0.972669,0.179062
3.09971,-0.916083,0.194495
3.10955,-0.982957,0.117329
3.1211,-0.885218,0.230506
3.12972,-1.02411,0.0761739
3.13964,-0.818344,0.137907
3.15092,-1.01897,0.158484
3.15954,-0.849209,0.148196
3.16954,-0.957236,0.137907
3.18098,-0.905795,0.158484
3.18964,-0.988101,0.122474
3.19952,-0.8132,0.158484
3.21087,-0.93666,0.148196
3.21952,-0.787479,0.132762
3.22957,-1.02411,0.0864627
3.24087,-1.00353,0.0350187
3.24951,-0.844065,0.148196
3.25957,-0.946948,0.204784
3.27075,-0.833776,0.0144411
3.27957,-1.04469,0.117329
3.28955,-0.751469,0.23565
3.30076,-0.946948,0.127618
3.30962,-0.87493,0.209928
3.31957,-1.01897,0.0453075
3.33078,-0.869785,0.230506
3.33967,-0.792623,0.15334
3.34952,-1.06012,0.0710295
3.36069,-0.766902,0.143051
3.36969,-0.910939,0.127618
3.37963,-0.844065,0.209928
3.39101,-0.725749,0.127618
3.39992,-1.01897,-0.000992107
3.40983,-0.895506,0.297383
3.42148,-0.869785,-0.0267141
3.43002,-1.00353,0.137907
3.43995,-1.11671,0.0504519
3.45124,-0.8132,0.148196
3.45993,-1.00353,0.0453075
3.46995,-0.967525,0.261372
3.4814,-0.802911,0.266517
3.48988,-0.910939,0.0761739
3.49985,-0.916083,0.215073
3.5113,-0.818344,0.10704
3.5198,-0.931515,0.0401631
3.52983,-1.06012,0.0864627
3.54135,-0.8132,0.158484
3.5498,-0.967525,-0.0164253
3.55978,-1.04469,0.0761739
3.57135,-0.993245,0.225362
3.57976,-0.844065,0.15334
3.5897,-0.910939,0.163629
3.60089,-0.87493,0.240795
3.60962,-0.741181,0.158484
3.6196,-0.828632,0.0967515
3.63076,-0.880074,0.245939
3.63977,-0.802911,0.189351
3.6497,-0.756614,0.19964
3.66071,-0.926371,0.173918
3.66968,-0.787479,0.179062
3.67967,-0.890362,0.117329
3.69091,-0.941804,0.0658851
3.69958,-1.06012,0.0504519
3.70967,-0.833776,0.158484
3.72109,-0.854353,0.112185
3.73026,-0.946948,0.0401631
3.74024,-0.921227,0.15334
3.75119,-0.905795,0.15334
3.75985,-0.8132,0.158484
3.76987,-0.818344,0.261372
3.78124,-0.895506,0.204784
3.78985,-0.802911,0.179062
3.79987,-0.823488,0.15334
3.81122,-0.864641,0.0864627
3.81984,-0.977813,0.132762
3.82984,-0.885218,0.230506
3.84126,-0.792623,0.194495
3.84983,-0.8132,0.225362
3.85976,-0.880074,0.230506
3.87094,-0.859497,0.204784
3.87965,-0.787479,0.179062
3.88967,-0.818344,0.251084
3.901,-0.905795,0.179062
3.9097,-0.859497,0.158484
3.91968,-0.844065,0.189351
3.93082,-0.802911,0.261372
3.93966,-0.880074,0.230506
3.94961,-0.885218,0.112185
3.96083,-0.787479,0.184206
3.96961,-0.787479,0.220217
3.97962,-0.890362,0.184206
3.9908,-0.864641,0.245939
3.9996,-0.890362,0.276806
4.00962,-0.787479,0.23565
4.02081,-0.864641,0.220217
4.02964,-1.00353,0.0813183
4.03961,-0.77719,0.117329
4.05078,-1.04983,0.0504519
4.05964,-0.87493,0.194495
4.06964,-0.859497,0.143051
4.08075,-0.792623,0.225362
4.0896,-0.844065,0.143051
4.0996,-1.03954,0.0710295
4.1108,-0.99839,0.112185
4.11967,-1.01897,-0.0524361
4.12957,-0.828632,-0.000992107
4.14087,-0.854353,0.15334
4.14964,-0.885218,0.251084
4.15972,-0.931515,0.194495
4.17075,-0.96238,0.0144411
4.17961,-0.931515,0.0813183
4.18962,-0.880074,0.194495
4.20083,-0.96238,0.230506
4.20969,-0.787479,0.0298743
4.21964,-0.93666,0.0401631
4.23082,-1.06012,0.0401631
