Time,Fz,Mz
0.00351789,-0.181046,-0.226764
0.0135605,-0.0112809,-0.0518624
0.024887,-0.0370029,-0.0364299
0.0336584,0.10704,-0.0878716
0.0435607,0.0710295,0.0304444
0.0547997,0.0092967,-0.113592
0.0635522,-0.0524361,-0.195899
0.0735063,-0.0678693,-0.154746
0.0846665,0.0092967,0.020156
0.0935394,0.0967515,0.128184
0.103584,0.101896,0.0253002
0.114757,0.0916071,0.0253002
0.123612,0.0092967,-0.113592
0.133714,-0.0627249,-0.0930157
0.145003,-0.0164253,0.051021
0.153695,0.0813183,0.0407327
0.163697,0.0864627,0.051021
0.175179,0.0813183,0.0561652
0.183705,0.338538,0.138472
0.193807,0.220217,0.0818861
0.205121,0.0813183,0.0458769
0.213717,0.0658851,0.0767419
0.223751,0.0453075,0.128184
0.234851,0.132762,0.00986767
0.243621,0.101896,0.0715977
0.253519,0.179062,0.0818861
0.264692,-0.134747,-0.165034
0.273519,-0.0472917,-0.108448
0.283554,0.0555963,0.0664535
0.294811,0.0813183,-0.0209973
0.303458,0.0864627,0.0458769
0.313427,0.0041523,0.0150118
0.324605,-0.119313,-0.129025
0.333465,-0.0627249,0.0355885
0.343543,0.0350187,-0.15989
0.354641,0.0247299,-0.010709
0.363631,0.15334,-0.0775832
0.373514,0.261372,0.0921744
0.384822,0.215073,0.102463
0.393583,0.137907,0.112751
0.403596,0.158484,0.020156
0.414767,0.137907,0.0304444
0.42358,0.0401631,-0.175322
0.433599,-0.0833025,0.0355885
0.444885,-0.0781581,-0.0827274
0.453562,-0.0575805,0.0047235
0.463663,-0.0730137,-0.0878716
0.474948,-0.0935913,-0.0261415
0.483538,-0.000992107,0.0047235
0.493509,0.0092967,0.0150118
0.504641,0.112185,-0.0518624
0.513487,0.0350187,-0.129025
0.523487,-0.0678693,-0.123881
0.534898,-0.134747,-0.170178
0.543673,0.112185,0.0047235
0.553581,0.148196,-0.0621507
0.564727,-0.0730137,-0.0364299
0.573614,-0.0472917,-0.0775832
0.58355,-0.0730137,-0.231908
0.594781,-0.0164253,-0.180467
0.603707,-0.124458,-0.149602
0.613686,0.0864627,-0.0518624
