time,dz
1158143,-0.00293893
1171660,-5.74175e-13
1181444,-0.00475528
1182448,-0.00293893
1192541,0.00475528
1204357,0.00293893
1212805,1.38262e-13
1221788,-0.00293893
1223841,0.00475528
1238139,-0.00475528
1253159,-0.00475528
1264075,-5.19255e-13
1273722,0.00293893
1275334,-0.00475528
1287318,-0.00293893
1288026,0.00475528
1301136,0.00475528
1312164,-0.00475528
1326345,1.23101e-13
1339388,-0.00293893
1341143,-0.00293893
1344339,-0.00475528
1349874,-0.00475528
1361354,-0.00475528
1368363,-0.00293893
1377960,-5.79372e-13
1379006,0.00475528
1391635,6.82427e-14
1398897,0.00293893
1410459,-0.00475528
1422060,1.02322e-13
1431734,-0.00475528
1432207,0.00293893
1442009,-0.00475528
1453651,0.00475528
1454117,0.00293893
1463793,-0.00293893
1474727,0.00293893
1475094,-0.00475528
1486249,-0.00475528
1496254,-0.00475528
1508271,0.00475528
1518427,0.00293893
1518774,-0.00475528
1530961,0.00475528
1540582,0.00293893
1550275,-2.05376e-13
1562256,0.00475528
1571845,-1.81598e-13
1580959,-0.00475528
1592574,-0.00475528
1603309,-0.00475528
1614289,-0.00475528
1627234,-0.00475528
1627613,-0.00293893
1636662,0.00293893
1647038,-0.00293893
1654127,0.00293893
1665098,-0.00293893
1673925,-2.72539e-13
1683963,-0.00293893
1684880,3.24583e-13
1685507,0.00293893
1694074,-0.00475528
1705245,-1.02006e-13
1711844,-0.00475528
1712802,0.00293893
1713739,-0.00475528
1714727,0.00293893
1715690,-1.26058e-12
1724449,-0.00475528
1734867,0.00293893
1744750,-1.20048e-12
1745095,-1.24544e-12
1754649,-0.00475528
1764871,0.00475528
1772954,-0.00475528
1783681,0.00475528
1784113,-0.00293893
1792545,-1.15211e-12
1803939,-0.00475528
1811198,-0.00293893
1820524,-0.00475528
1832405,-6.97708e-14
1833731,0.00475528
1842606,0.00475528
1853638,-0.00293893
1864648,-0.00293893
1865543,-0.00293893
1872685,-9.65541e-13
1882065,6.46657e-13
1883022,0.00293893
1889437,0.00293893
1899617,0.00293893
1900140,4.17236e-13
1906076,0.00475528
1907681,0.00475528
1918583,-0.00293893
1930216,0.00475528
1941263,-0.00293893
1949249,-0.00475528
1960531,0.00475528
1969153,-0.00293893
1983241,0.00475528
1990219,-0.00475528
2002011,0.00475528
2009171,0.00475528
2021090,-1.06964e-12
2030205,-2.32757e-13
2039814,-0.00475528
2050234,-0.00475528
2051202,0.00293893
2061303,-0.00293893
2061767,0.00293893
2069271,0.00475528
2082004,-0.00475528
2092717,0.00293893
2102648,-0.00293893
2110546,0.00475528
2121640,-6.06907e-13
2127622,0.00293893
2128631,0.00475528
2142906,0.00475528
2153206,0.00475528
2163647,0.00293893
2171651,0.00475528
2182962,0.00293893
2189185,-5.00065e-13
2203136,0.00475528
2212283,-0.00293893
2213576,0.00475528
2223317,0.00293893
2231865,-3.92568e-13
2242655,-1.5961e-12
2246681,0.00475528
2259269,-0.00475528
2269522,0.00293893
2270663,-0.00293893
2279998,-0.00293893
2288059,-0.00475528
2301760,-1.0981e-12
2302684,-0.00475528
2309622,0.00293893
2320080,-3.47135e-13
2327511,0.00475528
2329221,0.00475528
2340798,-0.00293893
2341254,-0.00475528
2353923,-0.00293893
2361919,-0.00475528
2369393,-0.00293893
2377275,-1.21994e-12
2382617,0.00293893
2383796,0.00475528
2395470,-3.5146e-13
2403430,-4.77613e-13
2413425,-1.67878e-12
2419980,-2.04626e-13
2429115,4.2719e-13
2434723,-0.00293893
2444522,0.00293893
2454685,-9.81329e-13
2466044,-0.00475528
2475740,-1.49783e-12
2487542,0.00293893
2496207,0.00293893
2506795,2.25696e-13
2514737,0.00293893
2525062,0.00293893
2532967,0.00293893
2543584,-0.00475528
2552186,0.00475528
2562530,3.52981e-13
2570577,0.00293893
2571597,0.00293893
2581814,-0.00475528
2594882,0.00293893
2604004,-0.00475528
2605016,0.00475528
2618150,4.95251e-13
2619372,0.00293893
2628045,3.1942e-13
2637791,0.00475528
2650464,-0.00475528
2663705,2.28121e-13
2672483,-0.00293893
2682383,-0.00293893
2693623,-0.00293893
2700988,-0.00293893
2712537,0.00293893
2721368,-0.00293893
2722411,0.00475528
