Time,Fz,Mz
0.10829,0.0664535,0.0401631
0.108424,-0.0261415,0.0504519
0.108465,-0.0827274,0.0555963
0.108503,-0.113592,-0.0730137
0.108539,-0.0878716,0.0761739
0.108576,-0.072439,-0.0678693
0.108612,-0.0158532,-0.0421473
0.108648,-0.154746,-0.109025
0.108684,-0.0672949,-0.0318585
0.108721,-0.123881,-0.0112809
0.118069,-0.0467182,0.0555963
0.127968,-0.0312857,-0.0472917
0.137999,-0.041574,0.0555963
0.147964,-0.000420669,0.10704
0.158042,0.0253002,0.0658851
0.167997,0.00986767,0.0658851
0.178032,-0.139313,-0.000992107
0.188064,-0.123881,-0.0987357
0.197989,0.020156,0.127618
0.208077,0.0715977,0.0658851
0.218076,0.0818861,0.0607407
0.228067,-0.0775832,0.0916071
0.238161,0.0973186,0.0350187
0.248013,0.00986767,0.0658851
0.258009,-0.149602,-0.0935913
0.267994,-0.134169,-0.114169
0.278013,0.0458769,0.240795
0.28802,0.112751,0.112185
0.297944,-0.0261415,-0.0472917
0.308012,-0.0570065,-0.0884469
0.317945,-0.010709,0.0916071
0.328249,0.107607,0.0761739
0.338038,0.0150118,0.0916071
0.347994,0.14876,0.0401631
0.358063,-0.113592,-0.0112809
0.367986,-0.0672949,-0.0421473
0.377973,0.0561652,0.0555963
0.388026,0.102463,0.0195855
0.398001,0.0561652,0.0453075
0.408062,0.020156,0.0350187
0.418065,0.00986767,-0.0627249
0.427977,-0.165034,0.0041523
0.438026,0.0921744,0.184206
0.447941,0.21049,0.122474
0.458085,-0.123881,0.0195855
0.468051,0.00986767,-0.0627249
0.47801,0.0253002,0.0041523
0.488025,0.102463,0.117329
0.498029,0.00986767,0.0144411
0.508033,0.0355885,0.0813183
0.518047,-0.165034,-0.0987357
0.528019,-0.0930157,-0.0112809
0.538018,0.0407327,-0.109025
0.547937,-0.170178,-0.0678693
0.55801,-0.010709,0.0247299
0.567978,0.00986767,0.137907
0.577958,0.169337,0.209928
0.587978,0.0664535,0.0607407
0.597913,-0.072439,-0.0164253
0.608071,-0.0158532,0.15334
0.618063,0.0613094,-0.0370029
0.628106,-0.108448,-0.0370029
0.63808,-0.0981599,-0.0627249
0.648047,0.0715977,0.0144411
